Tweet ID,Timestamp,Customer_Message,Spotify Tweet ID,Spotify Timestamp,Brand Reply,True_Intent,Action,Reason for Action
2045284,Wed Oct 04 19:43:06 +0000 2017,I wonder if I buy @115888 premium if it will skip as much as the free version does.,2045283,Wed Oct 04 21:24:44 +0000 2017,@604858 Hey Brittany! You'll have unlimited skips with Spotify Premium. More info at https://t.co/UZCc4OIYwm. Let us know if that helps /GU,playback_streaming_issue,Auto,
1234851,Mon Oct 16 21:58:01 +0000 2017,@SpotifyCares iOS 11.0.3 - @115888 8.4.22.515,1234852,Mon Oct 16 23:44:54 +0000 2017,"@381349 Hmm. Instead of using a cable, have you tried connecting wirelessly to your car audio using Bluetooth via Spotify Connect instead? /JU",general_feedback_ui,Auto,
2021969,Mon Nov 06 03:50:35 +0000 2017,"Can you add Twice's albums on Spotify? I know some Japanese versions are on there, but I'd like all the albums💗💗💗 @115888 @9977",2021968,Mon Nov 06 05:14:58 +0000 2017,"@597995 Hey Lani! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8Gpi4TeA /RA",content_availability,Auto,
818973,Thu Oct 12 22:17:39 +0000 2017,@SpotifyCares yup still nothing,818975,Thu Oct 12 22:47:32 +0000 2017,@315100 Thanks for trying. Would it be possible to try again on a different device? Keep us posted /RK,general_feedback_ui,Auto,
2777716,Tue Nov 21 14:39:58 +0000 2017,@SpotifyCares Hi! Why is it that I cannot submit to this offer? Premium for €0.99 3 months. https://t.co/wBQZFEnSMp,2777715,Tue Nov 21 15:47:58 +0000 2017,@776038 Hi there! Can you DM us your account's username or email address? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt,billing_subscription,Escalate,
58943,Wed Nov 01 20:22:10 +0000 2017,"@SpotifyCares Hi, I can't seem to download songs in my tablet even though I can on my phone. The app looks completely different. Please help",58942,Wed Nov 01 20:34:58 +0000 2017,"@129424 Hi Rob, help's here! Can you let us know your device's model, OS, and Spotify version? We'll see what we can suggest /DV",content_availability,Auto,
2818840,Tue Nov 28 19:32:55 +0000 2017,@SpotifyCares https://t.co/RxvJDAiEnc,2818841,Tue Nov 28 22:52:58 +0000 2017,"@125848 Just to check, is this the album you're referring to https://t.co/dzGBdV8He5? If so, we can confirm that it's linked to the correct artist. If you think there's something else that needs to be corrected, let us know /KA",general_feedback_ui,Auto,
89543,Thu Nov 30 19:39:23 +0000 2017,@SpotifyCares I first noticed it when I upgraded from my iPhone 7+ to the X. Is this a known issue?,89544,Thu Nov 30 21:01:52 +0000 2017,@135367 We're afraid we don't have that info right now. Can you DM us your account's email address? We'll take a closer look /LM https://t.co/ldFdZRiNAt,general_feedback_ui,Escalate,
1567369,Tue Oct 17 05:45:25 +0000 2017,@SpotifyCares I can listen while playing through my phone speaker but once I connect to a device I can no longer listen to the playlist.,1567371,Tue Oct 17 05:51:00 +0000 2017,@413229 We'll take note of that. Can you DM us your account's username or email address? We'll check things out backstage /YM https://t.co/ldFdZRiNAt,account_access,Escalate,
2000817,Fri Nov 03 19:12:36 +0000 2017,@SpotifyCares @115888 Conteacted your german support about not being able to add someone to family. They told me to contact support... WTF?,2000816,Fri Nov 03 19:54:09 +0000 2017,"@591635 1: Hi, we're sorry to hear about that! We can help you here in English or you could sent a tweet to @171501 if you want...",general_feedback_ui,Auto,
1615863,Sat Nov 11 03:31:37 +0000 2017,@115888 Does this count for high school students,2275479,Sat Nov 11 06:04:00 +0000 2017,@661836 Hi! The student discount's eligible for students enrolled in an accredited college/university. More info here: https://t.co/WxWVAhamEi /MO,billing_subscription,Auto,
1960395,Mon Oct 30 21:05:10 +0000 2017,"Where's the feature on @115888's Discover Weekly playlist for me to select ""never fucking offer this song to me ever again""",1960393,Mon Oct 30 22:13:40 +0000 2017,"@581474 Hey Chloe! Discover Weekly is based on your listening history. Don't worry, we'll be sure to pass your feedback on to the right team /CH",billing_subscription,Auto,
2522619,Thu Nov 16 01:37:49 +0000 2017,@115888 hi I'm having trouble accessing my account. When someone searches me I'm still there but i can't login? What's going on?? https://t.co/wgfKZiZGS6,2522618,Thu Nov 16 01:44:00 +0000 2017,@718432 Hey! We suggest deleting your last tweet as it contains your private info. Can you DM us instead? /RB https://t.co/ldFdZRiNAt,account_access,Auto,
1400082,Sat Oct 28 14:08:14 +0000 2017,@115888 Your app is only playing commercials today. What's up with that?,1400081,Sat Oct 28 16:46:32 +0000 2017,@445547 @115888 Hi. We've replied to your DM. Check your inbox /LM,general_feedback_ui,Escalate,
1346882,Fri Oct 27 16:01:55 +0000 2017,"@181186 asaal album yelawolf-trial by fire, tak keluar kt spotify lagi?",1346880,Fri Oct 27 17:15:29 +0000 2017,"@434091 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /JI",content_availability,Auto,
2707751,Sun Nov 19 21:55:53 +0000 2017,"@115888 can we get the ""No Jumper"" podcast on the platform already?",2707750,Mon Nov 20 00:01:23 +0000 2017,@760421 Hi Dakota! We’re working hard with rights holders to get more of the best content on the service. Stay tuned! /BE,content_availability,Auto,
2710075,Mon Nov 20 00:13:41 +0000 2017,@SpotifyCares when my name is searched on spotify it comes up twice and one of them has nothing on it. Why is that?,2710074,Mon Nov 20 01:42:33 +0000 2017,"@760983 Hey, help's here! Can you DM us your account's email address? We'll take a closer look /BE https://t.co/ldFdZRiNAt",general_feedback_ui,Escalate,
2647466,Fri Nov 17 22:48:59 +0000 2017,@SpotifyCares I've moved from the UK to Canada and it won't let me change the country I'm in - and I need to change my payment card!?,2647465,Fri Nov 17 22:54:24 +0000 2017,@746951 Hey Abi! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,billing_subscription,Escalate,
1366566,Fri Oct 27 21:30:28 +0000 2017,@115888 Is there a subscription for people who are  hearing impaired?,1366567,Fri Oct 27 21:53:43 +0000 2017,"@438116 1: Hi Martin! We're afraid we don't have one right now, but we'd suggest checking out Premium for Family at https://t.co/XbTkDxdrE7.",billing_subscription,Auto,
912579,Sat Oct 21 06:14:16 +0000 2017,@115888 please stop playing creepy Halloween movie ads while I’m in the gym by myself at 1am thanks,912578,Sat Oct 21 07:27:53 +0000 2017,"@336718 Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team. For anything else, you know where to reach us /DR",general_feedback_ui,Auto,
581521,Sun Dec 03 12:22:12 +0000 2017,"@115888 my account has been hacked, what should I do? sent an email and also FB chat but no one is responding",581519,Sun Dec 03 12:42:25 +0000 2017,@257041 Hey Paul! We've just sent a DM your way. Let's carry on chatting there /JA,account_access,Escalate,
